,prices,locations,other
2383,R$ 147.208,"Jaboatão dos Guararapes, Socorro",4 quartos | 134m² | 2 vagas
2384,R$ 148.300,"Jaboatão dos Guararapes, Socorro",4 quartos | 270m² | Condomínio: R$ 2.300 | 3 vagas
2385,R$ 744.655,"Recife, Poço",3 quartos | 150m² | Condomínio: R$ 950 | 1 vaga
2386,R$ 1.999.999R$ 2.000.000,"Recife, Boa Viagem",3 quartos | 89m² | 2 vagas
2387,R$ 469.999R$ 470.000,"Recife, Boa Viagem",3 quartos | 57m² | Condomínio: R$ 0 | 1 vaga
2388,R$ 550.033,"Recife, Casa Amarela",2 quartos | 41m² | Condomínio: R$ 1 | 1 vaga
2389,R$ 136.000,"São Lourenço da Mata, Centro",2 quartos | 41m² | Condomínio: R$ 1 | 1 vaga
2390,R$ 149.050,"Jaboatão dos Guararapes, Socorro",3 quartos | 84m² | 2 vagas
2391,R$ 150.000,"Jaboatão dos Guararapes, Socorro",4 quartos | 175m² | 3 vagas
2392,R$ 599.183,"Recife, Rosarinho",1 quarto | 391m² | 1 vaga
2393,R$ 1.974.991,"Recife, Boa Viagem",2 quartos | 45m² | 1 vaga
2394,R$ 199.000,"Recife, Boa Viagem",4 quartos | 173m² | 3 vagas
2395,R$ 410.000,"Recife, Boa Viagem",1 quarto | 33m² | 1 vaga
2396,R$ 1.100.096,"Recife, Santo Amaro",2 quartos | 55m² | Condomínio: R$ 400 | 1 vaga
2397,R$ 180.019,"Jaboatão dos Guararapes, Candeias",4 quartos | 175m² | 3 vagas
2398,R$ 200.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 145m² | Condomínio: R$ 850 | 1 vaga
2399,R$ 1.974.990,"Recife, Boa Viagem",3 quartos | 220m² | 5 ou mais vaga
2400,R$ 600.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 86m² | Condomínio: R$ 700 | 2 vagas
2401,R$ 599.000,"Olinda, Jardim Atlântico",1 quarto | 40m² | 1 vaga
2402,R$ 585.000,"Recife, Boa Viagem",4 quartos | 185m² | 3 vagas
2403,R$ 198.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 47m² | Condomínio: R$ 150 | 1 vaga
2404,R$ 1.599.099,"Recife, Boa Viagem",4 quartos | 160m² | Condomínio: R$ 1.100 | 2 vagas
2405,R$ 150.000,"Recife, Pina",3 quartos | 115m² | Condomínio: R$ 850 | 2 vagas
2406,R$ 1.050.000,"Recife, Boa Viagem",3 quartos | 93m² | 2 vagas
2407,R$ 600.000,"Recife, Ponto de Parada",4 quartos | 165m² | Condomínio: R$ 1.300 | 2 vagas
2408,R$ 778.230,"Recife, Boa Viagem",4 quartos | 162m² | 2 vagas
2409,R$ 720.000,"Recife, Jaqueira",2 quartos | 41m² | Condomínio: R$ 1 | 1 vaga
2410,R$ 1.219.330,"Recife, Boa Viagem",3 quartos | 51m² | 1 vaga
2411,R$ 136.109,"Paulista, Maranguape I",2 quartos | 41m² | Condomínio: R$ 1 | 1 vaga
2412,R$ 350.000,"Recife, Prado",4 quartos | 162m² | 2 vagas
2413,R$ 137.208,"Paulista, Maranguape I",2 quartos | 41m² | Condomínio: R$ 1 | 1 vaga
2414,R$ 1.219.338,"Recife, Boa Viagem",2 quartos | 50m² | 1 vaga
2415,R$ 138.400,"Paulista, Maranguape I",2 quartos | 50m² | 1 vaga
2416,R$ 231.000,"Recife, Campo Grande",1 quarto | 40m² | 1 vaga
2417,R$ 349.036,"Recife, Boa Viagem",2 quartos | 41m² | Condomínio: R$ 1 | 1 vaga
2418,R$ 295.000,"Jaboatão dos Guararapes, Piedade",2 quartos | 41m² | Condomínio: R$ 1 | 1 vaga
2419,R$ 139.062,"Paulista, Maranguape I",1 quarto | 36m²
2420,R$ 141.900,"Paulista, Maranguape I",3 quartos | 160m² | Condomínio: R$ 600 | 1 vaga
2421,R$ 279.515,"Recife, Pina",2 quartos | 50m² | Condomínio: R$ 250 | 1 vaga
2422,R$ 380.000,"Recife, Graças",2 quartos | 59m² | 1 vaga
2423,R$ 155.000,"Jaboatão dos Guararapes, Sucupira",4 quartos | 147m² | 2 vagas
2424,R$ 389.013,"Recife, Boa Viagem",2 quartos | 48m² | 1 vaga
2425,R$ 1.323.249,"Recife, Boa Viagem",3 quartos | 180m² | 1 vaga
2426,R$ 135.000,"Recife, Várzea",2 quartos | 50m² | 1 vaga
2427,R$ 480.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 49m² | 1 vaga
2428,R$ 299.000,"Recife, Casa Amarela",2 quartos | 46m²
2429,R$ 250.033,"Recife, Boa Viagem",3 quartos | 61m² | Condomínio: R$ 450 | 2 vagas
2430,R$ 134.000,"Jaboatão dos Guararapes, Dois Carneiros",2 quartos | 60m²
2431,R$ 370.000,"Recife, Casa Amarela",2 quartos | 46m² | Condomínio: R$ 1 | 1 vaga
2432,R$ 135.000,Ipojuca,3 quartos | 73m² | 1 vaga
2433,R$ 122.084,"Jaboatão dos Guararapes, Dois Carneiros",2 quartos | 50m² | Condomínio: R$ 1 | 1 vaga
2434,R$ 320.978,"Caruaru, Indianópolis",3 quartos | 63m² | Condomínio: R$ 1 | 1 vaga
2435,R$ 145.008,"Paulista, Centro",3 quartos | 76m² | Condomínio: R$ 1 | 1 vaga
2436,R$ 170.008,"Paulista, Centro",2 quartos | 46m² | Condomínio: R$ 1 | 1 vaga
2437,R$ 231.012,"Paulista, Centro",2 quartos | 46m² | Condomínio: R$ 1 | 1 vaga
2438,R$ 132.094,"Jaboatão dos Guararapes, Candeias",2 quartos | 46m² | Condomínio: R$ 1 | 1 vaga
2439,R$ 122.021,"São Lourenço da Mata, Muribara",3 quartos | 89m² | 2 vagas
2440,R$ 190.063,"Recife, Caxangá",2 quartos | 45m² | Condomínio: R$ 1 | 1 vaga
2441,R$ 555.052,"Recife, Pina",2 quartos | 50m² | 1 vaga
2442,R$ 139.188,"Camaragibe, Santa Mônica",4 quartos | 227m² | 2 vagas
2443,R$ 160.000R$ 170.000,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 41m² | Condomínio: R$ 1 | 1 vaga
2444,R$ 1.000.000,"Recife, Boa Viagem",1 quarto | 39m² | Condomínio: R$ 698 | 1 vaga
2445,R$ 115.096,"Paulista, Janga",5 ou mais quarto | 300m² | Condomínio: R$ 1.575 | 2 vagas
2446,R$ 169.900,"Olinda, Casa Caiada",3 quartos | 6700m² | 1 vaga
2447,R$ 1.000.000R$ 1.100.000,"Recife, Boa Viagem",2 quartos | 1 vaga
2448,R$ 435.545,"Recife, Espinheiro",2 quartos | 0m² | Condomínio: R$ 173 | 1 vaga
2449,R$ 250.000,"Recife, Boa Vista",3 quartos | 87m² | Condomínio: R$ 635 | 2 vagas
2450,R$ 130.000,"Camaragibe, Nazaré",3 quartos | 57m² | Condomínio: R$ 1 | 1 vaga
2451,,"Recife, Santana",3 quartos | 85m² | 1 vaga
2452,R$ 179.557,"Paulista, Centro",2 quartos | 45m² | Condomínio: R$ 1 | 1 vaga
2453,R$ 230.000,"Olinda, Jardim Atlântico",3 quartos | 135m² | Condomínio: R$ 500 | 1 vaga
2454,R$ 140.065,"Paulista, Centro",2 quartos | 46m² | Condomínio: R$ 1 | 1 vaga
2455,R$ 380.000,"Recife, Boa Vista",4 quartos | 158m² | 2 vagas
2456,R$ 188.090,"Recife, Tejipió",4 quartos | 158m² | 2 vagas
2457,R$ 1.199.998,"Recife, Boa Viagem",3 quartos | 104m² | 2 vagas
2458,R$ 1.200.000,"Recife, Boa Viagem",3 quartos | 78m² | Condomínio: R$ 300 | 1 vaga
2459,R$ 440.000,"Recife, Casa Forte",3 quartos | 124m² | Condomínio: R$ 700 | 1 vaga
2460,R$ 175.000,"Jaboatão dos Guararapes, Candeias",4 quartos | 182m² | 2 vagas
2461,R$ 380.000,"Recife, Tamarineira",1 quarto | 36m²
2462,R$ 870.152,"Recife, Boa Viagem",2 quartos | 57m² | 1 vaga
2463,R$ 260.000,Ipojuca,3 quartos | 135m² | Condomínio: R$ 1.100
2464,R$ 279.119,"Recife, Santo Amaro",4 quartos | 105m² | 1 vaga
2465,R$ 550.000,Gravatá,3 quartos | 97m² | 2 vagas
2466,R$ 240.000R$ 280.000,"Olinda, Rio Doce",2 quartos | 52m² | 1 vaga
2467,R$ 698.079,"Recife, Boa Viagem",3 quartos | 70m²
2468,R$ 125.000,Igarassu,3 quartos | 67m² | 1 vaga
2469,R$ 302.017R$ 320.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 67m² | 1 vaga
2470,R$ 340.079R$ 345.000,"Recife, Pina",1 quarto | 34m² | 1 vaga
2471,R$ 340.078R$ 345.000,"Recife, Pina",2 quartos | 55m² | 1 vaga
2472,R$ 230.992,"Recife, Espinheiro",2 quartos | 45m² | 1 vaga
2473,R$ 235.992,"Jaboatão dos Guararapes, Cajueiro Seco",3 quartos | 89m² | 1 vaga
2474,R$ 245.000,"Recife, Encruzilhada",3 quartos | 62m² | 1 vaga
2475,R$ 555.000,"Recife, Boa Viagem",1 quarto | 31m² | 1 vaga
2476,R$ 318.911,"Recife, Cordeiro",2 quartos | 60m² | 1 vaga
2477,R$ 249.911,"Recife, Graças",2 quartos | 55m² | 1 vaga
2478,R$ 400.000,"Recife, Boa Viagem",2 quartos | 45m² | 1 vaga
2479,R$ 300.000,"Recife, Boa Viagem",3 quartos | 75m² | Condomínio: R$ 560 | 2 vagas
2480,R$ 245.000,"Recife, Encruzilhada",3 quartos | 89m² | 2 vagas
2481,R$ 400.000R$ 420.000,"Olinda, Casa Caiada",3 quartos | 86m² | 2 vagas
2482,R$ 559.138,"Jaboatão dos Guararapes, Centro",3 quartos | 63m² | 1 vaga
2483,R$ 560.000,"Recife, Madalena",3 quartos | 63m² | 1 vaga
2484,R$ 390.000,"Recife, Boa Viagem",3 quartos | 84m² | 2 vagas
2485,R$ 390.000,"Recife, Boa Viagem",3 quartos | 89m² | 1 vaga
2486,R$ 470.000,"Recife, Madalena",3 quartos | 74m² | 1 vaga
2487,R$ 555.000,"Recife, Boa Viagem",3 quartos | 126m² | Condomínio: R$ 1.000 | 1 vaga
2488,R$ 240.000,"Paulista, Janga",1 quarto | 47m² | 1 vaga
2489,R$ 320.000R$ 330.000,"Recife, Espinheiro",2 quartos | 54m² | 1 vaga
2490,R$ 380.224,Tamandaré,3 quartos | 179m² | Condomínio: R$ 1.091 | 2 vagas
2491,R$ 457.967R$ 457.968,"Recife, Boa Viagem",3 quartos | 155m² | Condomínio: R$ 0 | 3 vagas
2492,R$ 749.999R$ 750.000,"Recife, Boa Viagem",3 quartos | 450m² | Condomínio: R$ 1.700 | 4 vagas
2493,R$ 2.400.000,"Recife, Boa Viagem",3 quartos | 97m² | 2 vagas
2494,R$ 1.250.000R$ 1.370.000,"Recife, Boa Viagem",3 quartos | 95m² | Condomínio: R$ 700 | 2 vagas
2495,R$ 560.000,"Recife, Madalena",3 quartos | 61m² | Condomínio: R$ 200 | 1 vaga
2496,R$ 450.000,"Olinda, Bairro Novo",1 quarto | 28m² | 1 vaga
2497,R$ 180.000,"Recife, Pina",2 quartos | 45m² | 1 vaga
2498,R$ 225.000,"Recife, Boa Viagem",3 quartos | 71m² | Condomínio: R$ 750 | 2 vagas
2499,R$ 150.182,"Paulista, Mirueira",3 quartos | 94m² | 1 vaga
2500,R$ 280.000,"Jaboatão dos Guararapes, Candeias",5 ou mais quarto | 312m² | 4 vagas
2501,R$ 500.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 132m² | Condomínio: R$ 1.100 | 2 vagas
2502,R$ 2.799.000,"Recife, Jaqueira",3 quartos | 53m² | 1 vaga
2503,R$ 510.000,"Recife, Boa Viagem",1 quarto | 36m² | Condomínio: R$ 800 | 1 vaga
2504,R$ 37.000,"Caruaru, Nossa Senhora das Dores",2 quartos | 43m² | 1 vaga
2505,R$ 135.988,"São Lourenço da Mata, Centro",5 ou mais quarto | 312m² | 4 vagas
2506,R$ 300.000R$ 310.000,"Recife, Boa Viagem",2 quartos | 45m² | Condomínio: R$ 0 | 1 vaga
2507,R$ 165.190,"Jaboatão dos Guararapes, Candeias",2 quartos | 53m² | 1 vaga
2508,R$ 2.800.000,"Recife, Jaqueira",3 quartos | 61m² | 1 vaga
2509,R$ 189.000,"Recife, Caxangá",3 quartos | 157m² | 2 vagas
2510,R$ 142.038,"Jaboatão dos Guararapes, Candeias",2 quartos | 52m² | 1 vaga
2511,R$ 350.283,"Recife, Boa Viagem",3 quartos | 53m² | 1 vaga
2512,R$ 399.000R$ 500.000,"Olinda, Casa Caiada",4 quartos | 160m² | 2 vagas
2513,R$ 130.003,"Paulista, Jaguarana",3 quartos | 80m² | Condomínio: R$ 1 | 1 vaga
2514,R$ 154.900,"Paulista, Janga",3 quartos | 93m² | 2 vagas
2515,R$ 433.000R$ 490.000,"Olinda, Casa Caiada",2 quartos | 41m² | 1 vaga
2516,R$ 492.000,"Recife, Rosarinho",3 quartos | 63m² | Condomínio: R$ 320 | 1 vaga
2517,R$ 856.817,"Recife, Boa Viagem",4 quartos | 136m² | Condomínio: R$ 1 | 2 vagas
2518,R$ 144.248,"Camaragibe, Alberto Maia",3 quartos | 64m² | Condomínio: R$ 0 | 1 vaga
2519,R$ 195.000,"Paulista, Nossa Senhora da Conceição",3 quartos | 190m² | Condomínio: R$ 1.160 | 2 vagas
2520,R$ 751.000,"Recife, Boa Viagem",4 quartos | 200m² | Condomínio: R$ 1.500 | 3 vagas
2521,R$ 170.000,"Paulista, Centro",2 quartos | 55m² | Condomínio: R$ 313 | 1 vaga
2522,R$ 420.000,"Jaboatão dos Guararapes, Centro",2 quartos | 41m² | 1 vaga
2523,R$ 1.600.000,"Recife, Casa Forte",3 quartos | 1 vaga
2524,R$ 300.000,"Recife, Cordeiro",4 quartos | 147m² | 2 vagas
2525,R$ 150.166,"Paulista, Maranguape I",4 quartos | 203m² | 3 vagas
2526,R$ 650.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 94m² | 2 vagas
2527,R$ 1.322.900,"Recife, Boa Viagem",1 quarto | 20m² | 1 vaga
2528,R$ 1.590.000,"Recife, Parnamirim",4 quartos | 147m² | 2 vagas
2529,R$ 500.000R$ 560.000,"Recife, Boa Viagem",4 quartos | 230m² | 2 vagas
2530,,"Recife, Boa Viagem",3 quartos | 63m² | 2 vagas
2531,R$ 1.323.000,"Recife, Boa Viagem",2 quartos | 49m² | 1 vaga
2532,R$ 1.650.000,Recife,2 quartos | 47m² | 1 vaga
2533,R$ 460.040,"Recife, Boa Viagem",3 quartos | 67m² | 2 vagas
2534,R$ 176.020,"Recife, Várzea",3 quartos | 118m² | 2 vagas
2535,R$ 186.207,"Recife, Estância",2 quartos | 48m² | 1 vaga
2536,R$ 449.000,"Recife, Madalena",3 quartos | 107m² | Condomínio: R$ 1.100 | 2 vagas
2537,R$ 750.000,Recife,4 quartos | 238m² | Condomínio: R$ 1.100 | 2 vagas
2538,R$ 148.140,"Jaboatão dos Guararapes, Candeias",2 quartos | 55m² | Condomínio: R$ 0
2539,R$ 465.000,"Jaboatão dos Guararapes, Candeias",1 quarto | 44m² | Condomínio: R$ 480
2540,R$ 840.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 70m² | Condomínio: R$ 390 | 1 vaga
2541,R$ 110.000,"Camaragibe, Santa Mônica",3 quartos | 80m² | 2 vagas
2542,R$ 290.000,"Recife, Boa Viagem",2 quartos | 70m² | Condomínio: R$ 650 | 1 vaga
2543,R$ 329.900,"Olinda, Casa Caiada",3 quartos | 90m² | Condomínio: R$ 650 | 2 vagas
2544,R$ 480.000,"Recife, Boa Viagem",4 quartos | 268m² | 4 vagas
2545,R$ 280.000,"Recife, Parnamirim",2 quartos | 54m² | 1 vaga
2546,R$ 560.000,"Recife, Boa Viagem",2 quartos | 1 vaga
2547,R$ 1.904.000,"Recife, São José",3 quartos | 83m² | Condomínio: R$ 550 | 2 vagas
2548,R$ 352.000,"Recife, Espinheiro",2 quartos | 132m² | 1 vaga
2549,R$ 215.000,Olinda,4 quartos | 190m² | 2 vagas
2550,R$ 450.000,"Recife, Boa Viagem",2 quartos | 45m² | Condomínio: R$ 0 | 1 vaga
2551,R$ 525.000,"Recife, Boa Viagem",2 quartos | 68m² | 1 vaga
2552,R$ 1.450.000,Recife,3 quartos | 125m² | 1 vaga
2553,R$ 189.900,"Recife, Madalena",4 quartos | 173m² | 3 vagas
2554,R$ 340.185,"Recife, Encruzilhada",3 quartos | 63m² | 1 vaga
2555,R$ 299.000R$ 300.000,"Recife, Iputinga",2 quartos | 60m² | 1 vaga
2556,R$ 1.100.000,"Recife, Recife",1 quarto | 39m² | Condomínio: R$ 505 | 1 vaga
2557,R$ 355.000,"Recife, Boa Viagem",4 quartos | 146m² | 2 vagas
2558,R$ 411.000,"Recife, Boa Viagem",4 quartos | 160m² | Condomínio: R$ 1.000 | 3 vagas
2559,R$ 220.000,"Jaboatão dos Guararapes, Barra de Jangada",1 quarto | 39m² | 1 vaga
2560,R$ 890.000,"Recife, Boa Viagem",2 quartos | 53m² | 1 vaga
2561,R$ 615.000,"Recife, Encruzilhada",2 quartos | 54m² | Condomínio: R$ 299 | 1 vaga
2562,R$ 200.000,"Jaboatão dos Guararapes, Barra de Jangada",4 quartos | 140m² | Condomínio: R$ 1.245 | 2 vagas
2563,R$ 143.000,"Jaboatão dos Guararapes, Candeias",4 quartos | 135m² | Condomínio: R$ 765 | 2 vagas
2564,R$ 270.000,"Jaboatão dos Guararapes, Piedade",4 quartos | 145m² | Condomínio: R$ 895 | 2 vagas
2565,R$ 895.000,"Recife, Boa Viagem",4 quartos | 145m² | 2 vagas
2566,R$ 855.000,"Recife, Boa Viagem",4 quartos | 150m² | Condomínio: R$ 1.000 | 3 vagas
2567,R$ 732.000,"Recife, Boa Viagem",4 quartos | 172m² | Condomínio: R$ 1.856 | 2 vagas
2568,R$ 625.000,"Recife, Boa Viagem",4 quartos | 123m² | Condomínio: R$ 1.000 | 2 vagas
2569,R$ 800.000,"Recife, Apipucos",1 quarto | 35m² | Condomínio: R$ 280 | 1 vaga
2570,R$ 1.045.000,"Recife, Boa Viagem",3 quartos | 132m² | Condomínio: R$ 899 | 2 vagas
2571,R$ 1.150.000,"Recife, Pina",3 quartos | 59m² | 1 vaga
2572,R$ 180.000,"Caruaru, Universitário",4 quartos | 160m² | Condomínio: R$ 1.120 | 2 vagas
2573,R$ 1.055.000,"Recife, Boa Viagem",3 quartos | 69m² | Condomínio: R$ 650 | 1 vaga
2574,R$ 360.150,"Recife, Boa Viagem",4 quartos | 230m² | Condomínio: R$ 2.000 | 4 vagas
2575,R$ 960.000,"Recife, Pina",4 quartos | 234m² | Condomínio: R$ 1.595 | 2 vagas
2576,R$ 460.000,"Recife, Boa Viagem",2 quartos | 49m² | 1 vaga
2577,R$ 2.000.000R$ 2.110.000,"Recife, Boa Viagem",4 quartos | 300m² | 3 vagas
2578,R$ 1.610.000,"Recife, Boa Viagem",4 quartos | 172m² | Condomínio: R$ 1.745 | 2 vagas
2579,R$ 333.000,"Recife, Casa Amarela",4 quartos | 200m² | Condomínio: R$ 2.600 | 5 ou mais vaga
2580,R$ 1.595.000,"Recife, Alto do Mandu",4 quartos | 220m² | Condomínio: R$ 2.300 | 4 vagas
2581,R$ 1.910.000,"Recife, Boa Viagem",3 quartos | 71m² | Condomínio: R$ 350 | 2 vagas
2582,R$ 2.350.000,"Recife, Parnamirim",4 quartos | 208m² | Condomínio: R$ 1.395 | 3 vagas
2583,R$ 1.552.000,"Recife, Casa Forte",3 quartos | 160m² | Condomínio: R$ 1.100 | 3 vagas
2584,R$ 430,"Jaboatão dos Guararapes, Candeias",4 quartos | 136m² | Condomínio: R$ 690 | 2 vagas
2585,R$ 1.545.000,"Recife, Parnamirim",4 quartos | 135m² | 2 vagas
2586,R$ 1.589.000,"Recife, Pina",1 quarto | 28m² | 1 vaga
2587,R$ 895.000,"Recife, Boa Viagem",3 quartos | 93m² | 2 vagas
2588,R$ 1.170.000,"Recife, Boa Viagem",4 quartos | 140m² | 2 vagas
2589,R$ 240.061,Ipojuca,4 quartos | 149m² | Condomínio: R$ 700 | 2 vagas
2590,R$ 732.000,"Recife, Boa Viagem",4 quartos | 150m² | 2 vagas
2591,R$ 1.250.000,"Recife, Apipucos",2 quartos | 47m² | 1 vaga
2592,R$ 1.240.000R$ 1.540.000,"Recife, Boa Viagem",2 quartos | 60m² | 2 vagas
2593,R$ 1.120.000,"Recife, Boa Viagem",3 quartos | 80m² | 2 vagas
2594,R$ 441.000,"Recife, Boa Viagem",3 quartos | 0m²
2595,R$ 530.000,"Recife, Boa Viagem",4 quartos | 173m² | Condomínio: R$ 1.595 | 3 vagas
2596,R$ 500.000,"Recife, Boa Viagem",2 quartos | 50m² | 1 vaga
2597,R$ 685.000,"Recife, Boa Viagem",3 quartos | 108m² | 4 vagas
2598,R$ 1.455.000,"Recife, Boa Viagem",2 quartos | 47m² | 1 vaga
2599,R$ 268.000,"Recife, Ponto de Parada",2 quartos | 59m² | 1 vaga
2600,R$ 399.014,Paudalho,3 quartos | 97m² | 2 vagas
2601,R$ 122.000,"Jaboatão dos Guararapes, Dois Carneiros",1 quarto | 28m² | 1 vaga
2602,R$ 125.000R$ 140.000,Ilha de Itamaracá,4 quartos | 205m² | 3 vagas
2603,R$ 705.000,"Recife, Boa Viagem",3 quartos | 60m² | 1 vaga
2604,R$ 260.000,Ipojuca,5 ou mais quarto | 450m² | Condomínio: R$ 2.800 | 4 vagas
2605,R$ 1.580.011,"Recife, Parnamirim",3 quartos | 59m² | 1 vaga
2606,R$ 319.000,"Recife, Cordeiro",2 quartos | 51m² | 1 vaga
2607,R$ 3.000.000R$ 3.500.000,"Recife, Boa Viagem",3 quartos | 97m² | 2 vagas
2608,R$ 345.000,"Recife, Ilha do Retiro",3 quartos | 54m² | 1 vaga
2609,R$ 336.175,"Recife, Encruzilhada",2 quartos | 75m² | Condomínio: R$ 400 | 1 vaga
2610,R$ 775.223,"Jaboatão dos Guararapes, Candeias",2 quartos | 63m² | Condomínio: R$ 350 | 1 vaga
2611,R$ 179.000,"Paulista, Centro",2 quartos | 52m² | 1 vaga
2612,R$ 160.000R$ 180.000,"Gravatá, Nossa Senhora Aparecida",3 quartos | 113m² | Condomínio: R$ 1.125 | 2 vagas
2613,R$ 250.000,"Caruaru, Maurício de Nassau",0m²
2614,R$ 2.500,"Recife, Boa Viagem",3 quartos | 80m² | Condomínio: R$ 570 | 2 vagas
2615,R$ 635.000,"Cabo de Santo Agostinho, Paiva",2 quartos | 56m² | 1 vaga
2616,R$ 141.000,"Jaboatão dos Guararapes, Candeias",5 ou mais quarto | 380m² | Condomínio: R$ 1.400 | 5 ou mais vaga
2617,R$ 480.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 60m² | Condomínio: R$ 0 | 1 vaga
2618,R$ 242.196,"Caruaru, Indianópolis",3 quartos | 110m² | 2 vagas
2619,R$ 849.000R$ 899.000,"Camaragibe, Bairro Novo do Carmelo",2 quartos | 54m² | Condomínio: R$ 118
2620,R$ 110.000,"Camaragibe, Vila da Inabi",3 quartos | 96m² | Condomínio: R$ 100 | 1 vaga
2621,R$ 560.000,"Recife, Espinheiro",3 quartos | 57m² | 1 vaga
2622,R$ 100.000,"Recife, Ibura",2 quartos | 74m² | 1 vaga
2623,R$ 144.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 67m² | 1 vaga
2624,R$ 285.277,"Jaboatão dos Guararapes, Candeias",3 quartos | 68m² | 1 vaga
2625,R$ 220.000,"Recife, Torre",3 quartos | 7936m² | 2 vagas
2626,R$ 340.218,"Jaboatão dos Guararapes, Candeias",3 quartos | 62m² | 1 vaga
2627,R$ 300.202,"Jaboatão dos Guararapes, Piedade",3 quartos | 95m² | 3 vagas
2628,R$ 55.000,"Recife, Encruzilhada",2 quartos | 52m² | 1 vaga
2629,R$ 320.275,"Jaboatão dos Guararapes, Piedade",3 quartos | 67m² | 1 vaga
2630,R$ 465.000,Recife,3 quartos | 73m² | Condomínio: R$ 490 | 2 vagas
2631,R$ 270.132,"Jaboatão dos Guararapes, Piedade",2 quartos | 45m² | Condomínio: R$ 170 | 1 vaga
2632,R$ 415.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 60m² | 1 vaga
2633,R$ 190.000,"Recife, Espinheiro",2 quartos | 57m² | Condomínio: R$ 30 | 1 vaga
2634,R$ 150.000,"Olinda, Rio Doce",3 quartos | 6346m² | 1 vaga
2635,R$ 306.086,"Jaboatão dos Guararapes, Piedade",3 quartos | 69m² | 2 vagas
2636,R$ 80.000,"Paulista, Pau Amarelo",3 quartos | 72m² | 2 vagas
2637,R$ 458.000,"Recife, Boa Viagem",4 quartos | 155m² | 3 vagas
2638,R$ 427.009,"Jaboatão dos Guararapes, Piedade",2 quartos | 45m² | Condomínio: R$ 120 | 1 vaga
2639,R$ 455.033,"Jaboatão dos Guararapes, Piedade",3 quartos | 120m² | Condomínio: R$ 300 | 1 vaga
2640,R$ 2.600.000,"Recife, Pina",2 quartos | 70m² | 1 vaga
2641,R$ 128.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 56m² | 2 vagas
2642,R$ 250.000,Recife,1 quarto | 31m² | 1 vaga
2643,R$ 420.000,"Recife, Boa Vista",2 quartos | 80m² | 2 vagas
2644,R$ 305.189,"Jaboatão dos Guararapes, Piedade",3 quartos | 70m² | Condomínio: R$ 600 | 1 vaga
2645,R$ 220.000,Recife,4 quartos | 310m² | Condomínio: R$ 500 | 1 vaga
2646,R$ 260.000,"Recife, Madalena",3 quartos | 81m² | 2 vagas
2647,R$ 340.000,Recife,3 quartos | 69m² | 2 vagas
2648,R$ 545.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 52m² | Condomínio: R$ 280 | 1 vaga
2649,R$ 449.037,"Jaboatão dos Guararapes, Candeias",3 quartos | 77m² | 1 vaga
2650,R$ 426.959,"Jaboatão dos Guararapes, Piedade",3 quartos | 66m² | 1 vaga
2651,R$ 249.227,"Recife, Santo Amaro",3 quartos | 68m² | 1 vaga
2652,R$ 514.362,"Recife, Boa Viagem",2 quartos | 57m² | Condomínio: R$ 305 | 1 vaga
2653,R$ 335.184,"Jaboatão dos Guararapes, Candeias",3 quartos | 63m² | 2 vagas
2654,R$ 300.172,"Jaboatão dos Guararapes, Piedade",3 quartos | 80m² | 2 vagas
2655,R$ 284.550,"Recife, Santo Amaro",3 quartos | 67m² | 1 vaga
2656,R$ 570.100,"Recife, Boa Viagem",2 quartos | 44m² | Condomínio: R$ 300 | 1 vaga
2657,R$ 480.260,"Recife, Boa Viagem",3 quartos | 65m² | 1 vaga
2658,R$ 399.034,"Recife, Ilha do Retiro",2 quartos | 42m² | 1 vaga
2659,R$ 259.830,"Recife, Encruzilhada",2 quartos | 53m² | 1 vaga
2660,R$ 259.545,"Paulista, Janga",1 quarto | 33m² | 1 vaga
2661,R$ 321.136,"Recife, Soledade",1 quarto | 31m² | 1 vaga
2662,R$ 178.900,"Paulista, Janga",3 quartos | 86m² | Condomínio: R$ 650 | 1 vaga
2663,R$ 182.253,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 49m² | 2 vagas
2664,R$ 228.186,"Recife, Boa Viagem",1 quarto | 35m² | 1 vaga
2665,R$ 300.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 52m² | 1 vaga
2666,R$ 295.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 105m² | Condomínio: R$ 650 | 1 vaga
2667,R$ 244.131,"Recife, Encruzilhada",2 quartos | 1 vaga
2668,R$ 307.178,"Recife, Boa Viagem",2 quartos | 52m² | 1 vaga
2669,R$ 230.000,"Jaboatão dos Guararapes, Barra de Jangada",3 quartos | 80m² | Condomínio: R$ 400 | 2 vagas
